Услуги-Авиация, Летища и Авиолинии;0.0
Производство-Химия и горива;0.0
Услуги-Архитектура, Строителство и Градоустройство;0.0
Технологии-Маркетинг;0.0
Услуги-Почистване, Услуги за домакинството;0.0
Технологии-Счетоводство, Одит, Финанси;0.0
Производство-Металургия и минно дело;0.0
Технологии-Човешки ресурси;0.0
Услуги-Институции/Държавна администрация;0.0
Услуги-Административни и офис дейности;0.0
Технологии-ИТ-Разработка/поддръжка на софтуер;0.0
Технологии-Право, Юридически услуги;0.0
Технологии-Образование, Курсове, Преводи;0.0
Услуги-Шофьори, Куриери;0.0
Услуги-Морски и Речен Транспорт/Морски Специалисти;0.0
Услуги-Организации с нестопанска цел;0.0
Производство-Производство(друго);0.0
Услуги-Търговия, Продажби-Продавачи и помощен персонал;1.0
Услуги-Салони за красота;0.0
Технологии-Телекомуникации-административни дейности и продажби;0.0
Производство-Храни и Напитки;0.0
Технологии-Инженери;0.0
Производство-Електроника/Електротехника, Машиностроене;0.7
Технологии-ИТ-Разработка/поддръжка на хардуер;0.0
Услуги-Спорт, Кинезитерапия;0.0
Производство-Фармация;0.0
Добив-Селско и горско стопанство, Рибовъдство;0.0
Услуги-Пътуване и Резервации/Туристически агенции;0.0
Услуги-Застраховане;0.0
Услуги-Контакт центрове (Call Centers);0.0
Услуги-Логистика, Спедиция;0.0
Технологии-ИТ-Административни дейности и продажби;0.0
Технологии-Научна и изследователска дейност;0.0
Услуги-Изкуство, Развлечение, Промоции;0.0
Услуги-Търговия, Продажби-Експерти и мениджъри;0.0
Технологии-Дизайн, Криейтив, Видео и Анимация;0.0
Технологии-Медии;0.0
Услуги-Здравеопазване и фармация;0.0
Услуги-Хотели;0.0
Услуги-Автомобили, Автосервизи, Бензиностанции;0.0
Технологии-Бизнес/Консултантски услуги;0.0
Производство-Текстил и Облеклa;0.0
Услуги-Охрана;0.0
Технологии-Мениджмънт, бизнес развитие;0.0
Услуги-Банки/Кредитиране;0.0
Услуги-Ремонт/Инсталация/Сервиз;0.7
Услуги-Ресторанти, Кетъринг;0.0
Технологии-Реклама/PR;0.0
Услуги-Недвижими имоти;0.0
Технологии-Телекомуникации-инженери и техници;0.7
Услуги-Енергетика и Ютилитис (Ток/Вода/Парно/Газ);0.0
